strain,accession,hits,unique_ecs,ec_results_file,results_df
WH_0401,GCF_001039615.1,110,11,results/batch/WH_0401_GCF_001039615.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         275                         17
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84      FULLY_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   2         148                          4
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2         203                         23
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           2                          2
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          82                         18
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         220                         11
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         269                         24
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          39                          3
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148        NOT_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   0           0                          0"
WH_0402,GCF_001039635.1,124,11,results/batch/WH_0402_GCF_001039635.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2  PARTIALLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   5         216                         17
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84      FULLY_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   2         221                          6
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2         225                         31
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           3                          3
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2         134                         28
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   3         162                         10
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         229                         21
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          13                          1
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148        NOT_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   0           0                          0"
WH_8501,GCF_000167195.1,110,11,results/batch/WH_8501_GCF_000167195.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         277                         19
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84      FULLY_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   2         172                          5
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2         159                         20
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          50                          2
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           2                          2
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          79                         17
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         220                         11
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         254                         23
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          39                          3
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148        NOT_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   0           0                          0"
WH_8501,GCF_050563455.1,110,11,results/batch/WH_8501_GCF_050563455.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         277                         19
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84      FULLY_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   2         172                          5
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2         159                         20
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          50                          2
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           2                          2
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          79                         17
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         220                         11
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         254                         23
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          39                          3
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148        NOT_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   0           0                          0"
WH_8502,GCF_001039555.1,113,11,results/batch/WH_8502_GCF_001039555.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         297                         20
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84      FULLY_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   2         123                          3
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2         171                         22
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          50                          2
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           2                          2
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          89                         19
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         239                         12
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         266                         24
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          13                          1
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148        NOT_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   0           0                          0"
XMU1401E,GCF_019325115.1,60,10,results/batch/XMU1401E_GCF_019325115.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         250                         11
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          66                         11
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          51                         11
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         201                         10
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         145                         14
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          26                          2
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1401,GCF_002812945.1,60,10,results/batch/XMU1401_GCF_002812945.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         250                         11
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          66                         11
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          51                         11
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         201                         10
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         145                         14
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          26                          2
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1401,GCF_017696245.1,60,10,results/batch/XMU1401_GCF_017696245.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         250                         11
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          66                         11
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          51                         11
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         201                         10
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         145                         14
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          26                          2
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1402,GCF_017696205.1,58,11,results/batch/XMU1402_GCF_017696205.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         210                          9
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84  PARTIALLY_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   1          25                          1
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          78                         13
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          55                         13
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         163                          8
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         136                         13
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          13                          1
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1403,GCF_003208065.1,64,10,results/batch/XMU1403_GCF_003208065.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         251                         12
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2          79                         11
7    5.1.99.1        NOT_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   0           0                          0
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           2                          2
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          46                         10
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         201                         10
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         177                         18
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          13                          1
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1404,GCF_017696175.1,56,9,results/batch/XMU1404_GCF_017696175.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         210                          9
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          66                         11
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          49                         11
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         163                          8
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         145                         14
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          26                          2
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148        NOT_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   0           0                          0"
XMU1405,GCF_017696275.1,61,10,results/batch/XMU1405_GCF_017696275.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         230                         10
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          72                         12
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          54                         12
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         182                          9
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         150                         15
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          26                          2
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1406,GCF_017696055.1,57,10,results/batch/XMU1406_GCF_017696055.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         210                          9
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298  PARTIALLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   1          66                         11
7    5.1.99.1      FULLY_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   1          25                          1
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3        NOT_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   0           0                          0
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          51                         11
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         163                          8
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         145                         14
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          13                          1
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
XMU1408,GCF_003208055.1,62,10,results/batch/XMU1408_GCF_003208055.1_ec_results.csv,"    EC_number           Status                                      Protein_names  Total_Pfam_domains  Found_Pfam_domains  Total_hits  Unique_proteins_with_hits
0   4.2.1.153        NOT_FOUND              Mesaconyl-C(4)-CoA hydratase; Unknown                   2                   0           0                          0
1     6.4.1.2      FULLY_FOUND                    acetyl-CoA carboxylase; Unknown                   7                   7         231                         11
2   4.2.1.116      FULLY_FOUND                                            Unknown                   1                   1          25                          1
3    6.2.1.36        NOT_FOUND                                            Unknown                   1                   0           0                          0
4     4.2.1.2  PARTIALLY_FOUND  Fumarase D; Fumarate hydratase class II 2; Fum...                   5                   2          88                          3
5    1.3.1.84        NOT_FOUND  Acrylyl-CoA reductase AcuI; Probable acrylyl-C...                   2                   0           0                          0
6   1.1.1.298      FULLY_FOUND  Probable malonic semialdehyde reductase RutE; ...                   2                   2          85                         12
7    5.1.99.1        NOT_FOUND  methylmalonyl-CoA epimerase; Ethylmalonyl-CoA/...                   1                   0           0                          0
8    4.1.3.25        NOT_FOUND  Unknown; Malyl-CoA/beta-methylmalyl-CoA/citram...                   1                   0           0                          0
9     5.4.1.3  PARTIALLY_FOUND             Unknown; 2-methylfumaryl-CoA isomerase                   2                   1           1                          1
10   1.2.1.75      FULLY_FOUND                                            Unknown                   2                   2          47                         11
11    6.4.1.3  PARTIALLY_FOUND  Propionyl-CoA carboxylase beta chain; Putative...                   7                   5         182                          9
12    1.3.5.1      FULLY_FOUND  Succinate dehydrogenase iron-sulfur subunit; F...                   6                   6         177                         18
13   5.4.99.2  PARTIALLY_FOUND  Methylmalonyl-CoA mutase; Probable methylmalon...                   2                   1          13                          1
14   4.1.3.24        NOT_FOUND  Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA ...                   1                   0           0                          0
15  4.2.1.148  PARTIALLY_FOUND  Beta-methylmalyl-CoA dehydratase; Unknown; Mes...                   4                   1           4                          1"
